Date,Open,High,Low,Close,Adj Close,Volume
2024-09-23,202.6,203.89,202.26,202.87,202.87,58966527
2024-09-24,202.87,204.21,198.62,200.06,200.06,60610184
2024-09-25,200.06,201.91,198.68,198.76,198.76,77967374
2024-09-26,198.76,198.85,193.76,195.01,195.01,58706462
2024-09-27,195.01,195.42,192.06,193.17,193.17,61480554
2024-09-30,193.17,195.21,191.96,194.24,194.24,39439535
2024-10-01,194.24,195.93,193.76,195.34,195.34,74180295
2024-10-02,195.34,197.38,195.2,196.79,196.79,24020695
2024-10-03,196.79,197.61,193.2,194.1,194.1,42829936
2024-10-04,194.1,195.54,192.71,194.93,194.93,69271311
2024-10-07,194.93,199.43,194.15,198.74,198.74,71047363
2024-10-08,198.74,199.86,197.08,197.71,197.71,51304444
2024-10-09,197.71,198.6,194.45,194.72,194.72,23396063
2024-10-10,194.72,195.47,191.9,193.09,193.09,36661136
2024-10-11,193.09,198.43,191.52,196.66,196.66,58767920
2024-10-14,196.66,198.78,196.35,198.4,198.4,54542599
2024-10-15,198.4,200.14,197.15,198.14,198.14,26043092
2024-10-16,198.14,202.69,196.22,201.67,201.67,34438097
2024-10-17,201.67,202.44,201.1,202.34,202.34,60098805
2024-10-18,202.34,206.77,201.39,205.43,205.43,56016706
2024-10-21,205.43,205.65,201.12,201.39,201.39,37748475
2024-10-22,201.39,204.77,200.65,203.22,203.22,46882577
2024-10-23,203.22,204.36,198.85,199.57,199.57,39367732
2024-10-24,199.57,200.58,194.67,196.17,196.17,38771736
2024-10-25,196.17,199.96,194.97,198.72,198.72,28634453
2024-10-28,198.72,203.3,197.14,202.5,202.5,42755629
2024-10-29,202.5,203.71,202.21,202.97,202.97,60430604
2024-10-30,202.97,204.06,202.88,203.04,203.04,29196355
2024-10-31,203.04,206.42,201.99,204.77,204.77,29995238
2024-11-01,204.77,206.7,204.1,205.64,205.64,61142305
2024-11-04,205.64,206.45,202.89,204.15,204.15,76546058
2024-11-05,204.15,204.84,200.83,202.51,202.51,55724721
2024-11-06,202.51,203.65,201.47,202.43,202.43,21116487
2024-11-07,202.43,203.79,199.39,201.36,201.36,59171587
2024-11-08,201.36,203.17,198.07,199.81,199.81,62228956
2024-11-11,199.81,200.76,194.13,196.03,196.03,72539797
2024-11-12,196.03,200.89,195.58,199.73,199.73,23446386
2024-11-13,199.73,200.74,198.47,200.4,200.4,61589765
2024-11-14,200.4,203.37,198.75,202.6,202.6,36253536
2024-11-15,202.6,204.52,198.58,198.8,198.8,21270865
2024-11-18,198.8,199.63,197.51,198.33,198.33,33682939
2024-11-19,198.33,199.87,195.8,197.62,197.62,78573804
2024-11-20,197.62,201.83,196.23,200.37,200.37,54808241
2024-11-21,200.37,201.02,196.71,198.02,198.02,55264174
2024-11-22,198.02,199.91,196.13,197.04,197.04,55777551
2024-11-25,197.04,197.74,194.29,195.8,195.8,68380428
2024-11-26,195.8,198.8,195.28,197.22,197.22,52492776
2024-11-27,197.22,197.71,193.7,194.79,194.79,35090571
2024-11-28,194.79,200.18,193.29,198.23,198.23,67305101
2024-11-29,198.23,199.63,195.29,195.91,195.91,43407784
